UID,Tag
30000,0.029393875598907472
30001,0.018471712712198496
30002,0.12615292966365815
30003,0.07600689306855202
30005,0.03351927176117897
30007,0.18953021317720414
30008,0.029135439544916153
30009,0.9613163232803345
30010,0.06482608318328857
30011,0.004559295624494553
30013,0.006114856479689479
30014,0.017306546773761512
30015,0.002976923459209502
30017,0.013036778848618268
30018,0.0032691195141524077
30019,0.017181096225976945
30020,0.025666660629212856
30021,0.0006956338416785002
30022,0.02202448956668377
30023,0.04761699885129929
30024,0.005341380974277854
30026,0.06925843358039856
30028,0.0033215104835107923
30029,0.005679591838270426
30031,0.007386423647403717
30032,0.012679523974657058
30033,0.008945328276604414
30036,0.9675520300865174
30037,0.0030542247463017703
30038,0.007337977830320597
30040,0.0005546099157072604
30042,0.05934959203004837
30043,0.004298254149034619
30044,0.00964490296319127
30045,0.15999899208545684
30046,0.16829923242330552
30047,0.11421792358160018
30048,0.007328807283192873
30050,0.9592268586158752
30051,0.01834273198619485
30052,0.003067004634067416
30055,0.035054102167487146
30056,0.11296789795160293
30058,0.01984199583530426
30060,0.026879840716719627
30061,0.021346449479460718
30062,0.09234528243541718
30063,0.5901757895946502
30064,0.00971121685579419
30065,0.026442184671759607
30066,0.033795778453350064
30067,0.0057615336496382955
30068,0.006248821131885051
30069,0.0025729208253324034
30071,0.9599362492561341
30074,0.0014650299213826655
30075,0.0068127429112792015
30076,0.008249314967542887
30077,0.005104209668934346
30079,0.015337949432432652
30080,0.002284875581972301
30082,0.17426625788211822
30085,0.001922032970469445
30086,0.010092477314174175
30087,0.0015670552384108305
30088,0.0061246930621564385
30089,0.006425377540290355
30090,0.82391357421875
30091,0.23936756253242492
30092,0.05299998521804809
30093,0.01185903362929821
30094,0.080078836530447
30095,0.04751942381262779
30098,0.004732335777953267
30100,0.9815864801406861
30101,0.0524355411529541
30102,0.005117375217378139
30103,0.006743339449167251
30105,0.019689553417265415
30106,0.0042117033386603
30107,0.0030733079882338645
30110,0.0834655687212944
30111,0.09576284736394883
30112,0.012118027545511723
30113,0.07277382835745812
30114,0.2717413902282715
30115,0.9652099490165711
30117,0.5887028813362122
30118,0.022601572051644325
30119,0.0038206576835364105
30122,0.0024395902175456284
30125,0.08183836191892624
30126,0.012638370227068662
30127,0.19103031754493713
30128,0.02212332598865032
30129,0.009385187644511461
30130,0.007555773109197616
30131,0.006824676645919681
30132,0.012828463315963745
30134,0.13929378390312194
30135,0.028957634046673775
30137,0.00509143564850092
30138,0.012004480604082346
30139,0.0010871254256926478
30140,0.08619197905063629
30142,0.005438742786645889
30143,0.006903757527470589
30144,0.04453721269965172
30147,0.22021350562572478
30149,0.010003804601728917
30150,0.13002663776278495
30151,0.006747250817716122
30152,0.008818843308836222
30153,0.5959143161773681
30154,0.0019626053050160407
30155,0.05895282253623009
30156,0.1882958322763443
30160,0.9790688753128052
30162,0.9501977562904358
30163,0.029119427502155303
30164,0.017208702117204665
30165,0.04275401160120964
30167,0.0026475433725863693
30168,0.9592228055000305
30169,0.002258104574866593
30171,0.0017543513793498277
30172,0.003898070612922311
30173,0.00969751812517643
30174,0.0177841704338789
30175,0.03526848666369915
30176,0.9844954252243042
30178,0.024282421357929705
30179,0.11912211030721664
30181,0.003655281034298241
30183,0.01752130053937435
30185,0.02457501385360956
30186,0.0016558125847950579
30187,0.005701305065304041
30188,0.9470848560333252
30189,0.04915336631238461
30190,0.003112154360860586
30192,0.08055738434195518
30193,0.016244284715503453
30194,0.003919073799625039
30195,0.012776606995612384
30197,0.007816724292933942
30198,0.000728513568174094
30199,0.010354293137788772
30200,0.6458676576614379
30202,0.0016554484260268509
30205,0.000699827412609011
30206,0.005539863277226687
30207,0.008474486321210862
30208,0.0011183210299350321
30209,0.03602125849574804
30211,0.003103572456166148
30212,0.0010575997905107215
30213,0.9344143986701965
30214,0.15219288021326066
30215,0.003178499755449593
30216,0.049696168303489684
30217,0.982006561756134
30219,0.9618125557899475
30220,0.9831053972244262
30221,0.0034876721911132336
30222,0.0023172284476459027
30223,0.021439267322421074
30224,0.0843169055879116
30225,0.005085855023935437
30226,0.02048157174140215
30227,0.0027228456921875475
30228,0.7857627034187317
30229,0.01732518058270216
30233,0.6789024829864502
30236,0.021176545321941374
30237,0.8805772066116333
30238,0.07326097413897514
30239,0.07958047837018967
30240,0.03461797758936882
30241,0.13328567296266555
30242,0.001223894441500306
30244,0.0014406305854208767
30245,0.6005443751811981
30248,0.0026334331487305462
30249,0.021027139946818353
30250,0.0069959708489477634
30252,0.011353262327611446
30254,0.9770033717155456
30255,0.008055470883846283
30256,0.008138349559158087
30257,0.002268444944638759
30258,0.00328371818177402
30259,0.1040295735001564
30260,0.5051630556583404
30261,0.10888838320970536
30262,0.001894473354332149
30263,0.0054917749483138325
30264,0.009923522360622883
30265,0.2761391937732697
30266,0.008083002641797066
30267,0.0018462077248841524
30268,0.002082308370154351
30269,0.1338955692946911
30270,0.0006935794663149863
30271,0.056607868149876596
30273,0.01632105093449354
30274,0.03288133032619953
30275,0.028570156171917917
30276,0.16259750872850418
30277,0.0032068429049104453
30278,0.025551066920161247
30279,0.0025934122502803804
30280,0.9488429188728332
30281,0.0238781213760376
30282,0.017292314395308494
30283,0.006673621665686369
30285,0.002550485730171204
30286,0.9593592047691345
30287,0.007330568507313728
30289,0.01016027368605137
30291,0.0051511154044419525
30292,0.015707419998943806
30293,0.014454871229827405
30294,0.8714472532272339
30295,0.007820501551032066
30296,0.19850133657455443
30297,0.002062027109786868
30298,0.007413200195878744
30299,0.01033701803535223
30300,0.04976515471935272
30302,0.000829656352289021
30304,0.005868261074647307
30305,0.006854965630918741
30307,0.02870122864842415
30308,0.001113600068492815
30309,0.022826482728123664
30310,0.04778383746743202
30311,0.009946783911436797
30312,0.0036338148871436714
30314,0.003777113137766719
30316,0.00355415684171021
30317,0.0011832706280983985
30318,0.014923292398452758
30320,0.017105636093765496
30322,0.019039623066782953
30323,0.026276175677776337
30324,0.0009071346023119986
30325,0.023687584325671196
30326,0.7703701734542847
30327,0.018554043862968682
30329,0.00836404706351459
30330,0.10535352975130081
30333,0.014047432411462068
30334,0.9116164684295655
30335,0.011469172965735196
30336,0.15709392875432968
30337,0.001897646253928542
30338,0.010680095572024585
30339,0.06265233159065246
30341,0.6949110388755798
30342,0.0009485278162173927
30343,0.002246657805517316
30345,0.014546082448214292
30346,0.000985177978873253
30348,0.005372387636452913
30349,0.6045221567153931
30350,0.0652075782418251
30351,0.03854419961571694
30353,0.14010401219129562
30354,0.15811574906110765
30355,0.011598999053239823
30356,0.007140697445720434
30358,0.017985274828970433
30360,0.6856166243553161
30361,0.15241402983665467
30362,0.002838860312476754
30364,0.01742563769221306
30365,0.02587066441774368
30367,0.03797192871570587
30368,0.0415857270359993
30369,0.26668418347835543
30371,0.03261033110320568
30372,0.032253845036029814
30373,0.025553550571203232
30374,0.0012444594060070813
30376,0.017688239552080633
30377,0.10845732316374779
30378,0.0011389133287593722
30379,0.9174129843711853
30381,0.5190803289413453
30382,0.03286191895604133
30383,0.0044363757595419885
30385,0.00229919976554811
30386,0.012853376846760512
30387,0.015193427726626397
30388,0.013085726648569107
30389,0.7589850783348083
30390,0.006815904565155506
30391,0.011156182736158371
30393,0.01542729688808322
30395,0.16007162630558014
30396,0.007329707220196724
30397,0.045539113134145735
30398,0.003920898400247097
30399,0.17807679027318954
30401,0.007492192182689905
30402,0.00587501663248986
30403,0.004109584982506931
30404,0.0015972770983353258
30405,0.0024089326965622605
30406,0.0017741197254508734
30407,0.8934369564056397
30410,0.683943247795105
30412,0.06049442440271378
30413,0.5887028813362122
30414,0.04835371375083923
30415,0.01989794597029686
30416,0.0011164714233018458
30417,0.07866190075874328
30418,0.7572669982910156
30420,0.16028769165277482
30422,0.8087111115455627
30423,0.037720083817839624
30424,0.03517386130988598
30426,0.35014124512672423
30427,0.011887171771377325
30428,0.019919095560908318
30429,0.0036643835715949535
30431,0.0870716966688633
30432,0.0920466996729374
30433,0.034267858043313025
30436,0.005700315628200769
30437,0.0007738267478998751
30438,0.009167138207703828
30440,0.019493066892027854
30444,0.10372716188430786
30445,0.0015028954483568668
30446,0.0548001404851675
30447,0.004873007396236062
30448,0.10344281494617462
30449,0.011685338988900184
30450,0.5377696633338929
30451,0.00290949079208076
30452,0.0021773004904389382
30454,0.05017637647688389
30455,0.2670064210891724
30459,0.004809054918587208
30460,0.06732802167534828
30461,0.045992689207196236
30462,0.0013156959554180502
30464,0.006681257113814354
30465,0.34404794722795484
30466,0.008107289206236601
30467,0.16333305835723877
30468,0.0053695796988904474
30469,0.008737121522426606
30471,0.01605533529073
30472,0.0006088230526074767
30473,0.007048371061682701
30474,0.005531294643878937
30475,0.07177995815873146
30476,0.4660856068134308
30477,0.959272825717926
30480,0.02004985958337784
30481,0.02952449955046177
30482,0.8504560828208924
30483,0.028685381263494493
30484,0.011283819191157817
30486,0.028883919678628446
30487,0.018309636600315572
30489,0.0008177860116120427
30490,0.014159885980188847
30491,0.03631191533058882
30492,0.005878663249313831
30495,0.4115784168243408
30496,0.05762205645442009
30497,0.07478274628520012
30500,0.025276250392198562
30501,0.04620264247059822
30502,0.025109978578984737
30505,0.004361623339354992
30506,0.03547332622110844
30507,0.5012780070304871
30509,0.008712257072329522
30510,0.0015348360524512828
30511,0.47652738094329833
30513,0.0031553965527564287
30515,0.008993798773735762
30517,0.015509706549346447
30518,0.003334047133103013
30519,0.04139584563672542
30521,0.0021924769855104385
30522,0.8392369031906128
30523,0.36060035824775694
30525,0.00447528469376266
30526,0.029941655695438385
30527,0.04338561315089464
30528,0.14961545765399933
30529,0.020211109519004823
30530,0.004688912676647306
30531,0.0014965782000217586
30533,0.010545002296566963
30534,0.017269067466259003
30536,0.9621175765991211
30537,0.0367048516869545
30541,0.11016833782196045
30542,0.5517787039279938
30543,0.07239169180393219
30544,0.008035108260810376
30545,0.9866074562072754
30547,0.0007910780725069344
30548,0.0038352869683876633
30549,0.9839360833168029
30550,0.0033913399791345
30551,0.024975175224244594
30554,0.021144190058112144
30555,0.010420460253953934
30556,0.007502488046884537
30557,0.14695052653551102
30558,0.3037965357303619
30559,0.007338247820734977
30561,0.0025160143384709956
30564,0.015366710163652897
30565,0.012766512762755155
30568,0.008005584077909588
30570,0.0017099076416343451
30571,0.03958898670971393
30572,0.004541023168712854
30573,0.01977952625602484
30574,0.0049897313583642244
30575,0.006986625818535685
30576,0.0019242268986999988
30577,0.0013215945102274418
30579,0.0674864523112774
30580,0.008649333193898202
30581,0.08727637231349945
30583,0.9606741070747375
30587,0.06612828224897385
