UID,Tag
30000,0.013821196000175912
30001,0.013128071939434958
30002,0.42178348987106595
30003,0.01162566842544296
30005,0.011189117210746417
30007,0.06860955318532426
30008,0.016706994677650994
30009,0.9908549234077862
30010,0.012561486980773057
30011,0.009508646215427503
30013,0.0101218448911349
30014,0.011912300165132242
30015,0.009772495355144462
30017,0.010012309349865727
30018,0.00948060981273936
30019,0.01091977292643997
30020,0.021809619290526484
30021,0.009358413400790192
30022,0.010864541100739578
30023,0.022837936535041348
30024,0.010301337792719975
30026,0.01795757411287777
30028,0.014928550014937546
30029,0.009585491817673451
30031,0.010329234639105612
30032,0.011855522254776308
30033,0.01099861014774243
30036,0.9869915488595099
30037,0.009402003191499853
30038,0.010098573790885452
30040,0.009356353593667072
30042,0.04735255390561518
30043,0.010536205016325352
30044,0.010139149953807372
30045,0.0650589654086541
30046,0.030569362278381876
30047,0.04685040512064014
30048,0.010729369743037166
30050,0.9911382682599932
30051,0.011517559680878763
30052,0.01038091189148019
30055,0.015249484181967822
30056,0.02365339101644438
30058,0.01873499829455577
30060,0.013370720552757932
30061,0.014399514945414865
30062,0.1254490850532621
30063,0.516431096124032
30064,0.009758275955526467
30065,0.01129410643467553
30066,0.013923915715867576
30067,0.010351602779414205
30068,0.011689178644684653
30069,0.009484906565434086
30071,0.9910569477613423
30074,0.009391517486387824
30075,0.009808343541212518
30076,0.010951896331086725
30077,0.010392657689984526
30079,0.010101527327328197
30080,0.010029205274492069
30082,0.062102183055735595
30085,0.009588283055737305
30086,0.01674690252816767
30087,0.009531272529599172
30088,0.010393520090197958
30089,0.01868329473822616
30090,0.9699114205551375
30091,0.11047697316748972
30092,0.020564983775170152
30093,0.01342806135034347
30094,0.014890726109396643
30095,0.017662251049675365
30098,0.01014336014934428
30100,0.9916160278220737
30101,0.013088450169432183
30102,0.010511516161999902
30103,0.011220926631918073
30105,0.015441373942533409
30106,0.009608969381224361
30107,0.009469969297486116
30110,0.024621867453547542
30111,0.01734359091334217
30112,0.01664073019684679
30113,0.03534780730437922
30114,0.3042618762438485
30115,0.9910648187796921
30117,0.558270802546012
30118,0.010407060980840564
30119,0.009725958824525111
30122,0.009530126036901974
30125,0.02061729328446746
30126,0.01137906395713056
30127,0.03391427392457458
30128,0.011896157776142228
30129,0.010052711991360257
30130,0.010123982150880808
30131,0.009864098641982488
30132,0.010618164332374256
30134,0.0206312244899682
30135,0.011104206474369476
30137,0.01025544386214401
30138,0.009614316837336887
30139,0.009809434751639761
30140,0.02083320722169331
30142,0.010528030565803426
30143,0.009864212598478188
30144,0.018109366131590948
30147,0.11500646683687255
30149,0.011105577734432485
30150,0.016642965608914578
30151,0.011220614208955206
30152,0.010091563138402522
30153,0.6327634054930223
30154,0.00960770861484863
30155,0.02794095250426757
30156,0.02913682890018156
30160,0.9849065219308606
30162,0.9901165578436918
30163,0.010474577014324938
30164,0.025702920662764684
30165,0.0186413021465537
30167,0.009546606996284497
30168,0.9880204354977544
30169,0.009387307246189967
30171,0.009594778212260416
30172,0.010134537690961143
30173,0.010849689349878388
30174,0.01028331938060422
30175,0.011201248429775209
30176,0.9893109763553798
30178,0.013857757109011831
30179,0.016161717644108727
30181,0.009661636786084431
30183,0.012862518909315333
30185,0.013298059843907155
30186,0.009428117658903131
30187,0.009760444587481926
30188,0.9889595368234391
30189,0.01519679030334542
30190,0.010253414262319377
30192,0.015042677015526683
30193,0.013026543037252305
30194,0.01160252532907691
30195,0.010391844910057157
30197,0.010407426313325264
30198,0.00935679715457854
30199,0.019627296507161947
30200,0.7662619930557366
30202,0.009370113913197748
30205,0.009390429179372065
30206,0.010402248848759208
30207,0.010501766512906078
30208,0.009932667700972295
30209,0.020555129881572022
30211,0.009334773028372843
30212,0.009339578805266296
30213,0.9507572952229858
30214,0.035055594273562474
30215,0.009359830186173432
30216,0.02331884814079222
30217,0.9850607959089032
30219,0.9911343378749549
30220,0.9892036241187538
30221,0.009659336324046966
30222,0.009539601541304897
30223,0.010387619461400346
30224,0.03150827934597109
30225,0.010412770500876878
30226,0.016028438019029922
30227,0.010274364188702053
30228,0.9678253456247091
30229,0.013119743647947945
30233,0.20067284612925954
30236,0.012830630414747147
30237,0.991559444620283
30238,0.013130524836596021
30239,0.021806685995631583
30240,0.016379606642446993
30241,0.025923015385051058
30242,0.009313788906163967
30244,0.01124060102710506
30245,0.10540906800056753
30248,0.00938928493584433
30249,0.018649781634529242
30250,0.012579178059647513
30252,0.022095754421313906
30254,0.9834736699500988
30255,0.013860744413655575
30256,0.009926290777815972
30257,0.00946976775639965
30258,0.009469624442402643
30259,0.02143482586763021
30260,0.7694498714798083
30261,0.09792844309056085
30262,0.009374840624415676
30263,0.009623341596663273
30264,0.012370451021220169
30265,0.0542741792319481
30266,0.01243410242393131
30267,0.009325238193469332
30268,0.009367783615523024
30269,0.03995377858464935
30270,0.009312638068493412
30271,0.015747215071552405
30273,0.011885900363259764
30274,0.012389186086415115
30275,0.014313352978866023
30276,0.0728575946771589
30277,0.009601590014428682
30278,0.012539797549803035
30279,0.00975078224306647
30280,0.9896309077971107
30281,0.011479566935249522
30282,0.015348339315351147
30283,0.010217407244268248
30285,0.009470182509642206
30286,0.9908816763118952
30287,0.010068194992766033
30289,0.010620630487050071
30291,0.011509018974024792
30292,0.013278502027796398
30293,0.013899821327159948
30294,0.9574876485837646
30295,0.010093468875605987
30296,0.13196012891261205
30297,0.009362820504874279
30298,0.013867286090470698
30299,0.011527413127482124
30300,0.022538935144920603
30302,0.009343867727841718
30304,0.010080045712250536
30305,0.011078542829268564
30307,0.017819205818243714
30308,0.009401227985562867
30309,0.013707187226675105
30310,0.01061118356362871
30311,0.011563106734691554
30312,0.010307590481461692
30314,0.009609225672305604
30316,0.010622055563207606
30317,0.009404405597707851
30318,0.01019597878794303
30320,0.011594710652781637
30322,0.01625690801597274
30323,0.01166334570760433
30324,0.00932126642607161
30325,0.013331788173163104
30326,0.9289459071815631
30327,0.011105121993578113
30329,0.010013844318343413
30330,0.01659908007835271
30333,0.010311280790554083
30334,0.9932910033969936
30335,0.010790733518468253
30336,0.08412934039581914
30337,0.009369874313284654
30338,0.01037724901373674
30339,0.023662824646953823
30341,0.9837600268781226
30342,0.009426291113829593
30343,0.009581946057764822
30345,0.016154959084568248
30346,0.009315275513030036
30348,0.011103564195140983
30349,0.34570707960852126
30350,0.019769026598241042
30351,0.012108750962080915
30353,0.029311258901479006
30354,0.042339006016591324
30355,0.01237216308738583
30356,0.010779293605249934
30358,0.012257455597052533
30360,0.948890841625612
30361,0.09105988601238614
30362,0.009815451239927891
30364,0.009818929176793468
30365,0.011596576759139571
30367,0.02436254818103697
30368,0.021085234502246773
30369,0.2459423648620819
30371,0.06202501421983586
30372,0.011821946793190881
30373,0.014944111684642993
30374,0.009943271838247503
30376,0.010610274012038718
30377,0.03360665020297476
30378,0.009468574660619091
30379,0.9876406753772838
30381,0.27554135981407546
30382,0.01265639671459312
30383,0.010506641390786258
30385,0.009800433109495243
30386,0.011961064485540705
30387,0.01032500370623202
30388,0.013796810945216287
30389,0.8029562766203002
30390,0.009591437288985085
30391,0.010995888744360617
30393,0.01015248553697408
30395,0.020859220152573167
30396,0.009498368134411567
30397,0.012825309515517648
30398,0.009712107356833023
30399,0.026317282539295404
30401,0.013137619233414364
30402,0.010199458587660817
30403,0.00952673369796084
30404,0.0097702082287111
30405,0.009732541363468404
30406,0.009559837497459072
30407,0.9396310632244119
30410,0.853494381886371
30412,0.01725738600192696
30413,0.5593256187853303
30414,0.014691808398473769
30415,0.014333695253240514
30416,0.009639183177598465
30417,0.013799814542679867
30418,0.8733920063335238
30420,0.05189849773799678
30422,0.855551636519589
30423,0.016785908117889197
30424,0.013256800383702602
30426,0.12759697683233862
30427,0.0107839128505915
30428,0.009827084610497668
30429,0.013308917522278987
30431,0.04225308820956514
30432,0.017151189126640865
30433,0.011364273805689669
30436,0.009921425054576473
30437,0.00959382463213069
30438,0.01143927591732596
30440,0.019758370254394746
30444,0.017047840961655004
30445,0.009447428179851851
30446,0.06593296325649303
30447,0.00953346582774882
30448,0.017127037871911777
30449,0.012282019929852634
30450,0.307939961889374
30451,0.009350745507682697
30452,0.009407819407560147
30454,0.014956713332465161
30455,0.0386117105732045
30459,0.009382950731949708
30460,0.021430498499588703
